CAMPUS,CAMPNAME,C_RATING,GRDSPAN,GRDTYPE
'108906106,HOUSTON EL,A,'PK - 05,E
'108906107,JACKSON EL,A,'PK - 05,E
'108906111,MILAM EL,A,'PK - 05,E
'108906112,WILSON EL,B,'PK - 05,E
'108906114,FIELDS EL,C,'EE - 05,E
'108906116,SEGUIN EL,B,'EE - 05,E
'108906119,ESCANDON EL,C,'EE - 05,E
'108906120,RAYBURN ELEMENTARY,A,'EE - 05,E
'108906121,ROOSEVELT EL,C,'PK - 05,E
'108906122,GARZA EL,B,'PK - 05,E
'108906123,MCAULIFFE EL,B,'EE - 05,E
'108906124,GONZALEZ ELEMENTARY,A,'PK - 05,E
'108906126,CASTANEDA EL,A,'PK - 05,E
'108906127,BLANCA E SANCHEZ,A,'EE - 05,E
'108906128,DR PABLO PEREZ,B,'EE - 05,E
'108906129,LUCILE HENDRICKS EL,B,'PK - 05,E
'108906130,THIGPEN-ZAVALA EL,B,'PK - 05,E
'108906132,EARLY CHILDHOOD CENTER,A,'PK - PK,E
'108907001,MERCEDES H S,B,'08 - 12,S
'108907002,MERCEDES ACADEMIC ACADEMY,D,'09 - 12,S
'108907003,JJAEP-SOUTHWEST KEY PROGRAM,Not Rated,'07 - 12,S
'108907006,MERCEDES ACADEMY,A,'09 - 12,S
'108907041,SGT MANUEL CHACON MIDDLE,D,'06 - 08,M
'108907102,TAYLOR EL,B,'PK - 05,E
'108907103,TRAVIS EL,C,'PK - 05,E
'108907107,RUBEN HINOJOSA EL,C,'PK - 05,E
'108907108,SGT WILLIAM G HARRELL MIDDLE,C,'06 - 08,M
'108907109,JOHN F KENNEDY EL,C,'PK - 05,E
'108907110,MERCEDES EARLY LITERACY PROGRAM,B,'PK - PK,E
'108908001,MISSION H S,B,'09 - 12,S
'108908002,VETERANS MEMORIAL H S,B,'09 - 12,S
'108908004,MISSION COLLEGIATE H S,A,'09 - 12,S
'108908038,HIDALGO CO J J A E P,Not Rated,'10 - 10,S
'108908039,ROOSEVELT ALTERNATIVE SCHOOL,Not Rated,'04 - 12,B
'108908041,MISSION J H,B,'06 - 08,M
'108908042,WHITE J H,B,'06 - 08,M
'108908043,ALTON MEMORIAL J H,C,'06 - 08,M
'108908044,RAFAEL A CANTU J H,B,'06 - 08,M
'108908101,BRYAN EL,C,'PK - 05,E
'108908102,CASTRO EL,C,'PK - 05,E
'108908104,MARCELL EL,C,'PK - 05,E
'108908105,PEARSON EL,B,'PK - 05,E
'108908107,ALTON EL,A,'PK - 05,E
'108908108,CANTU EL,B,'PK - 05,E
'108908109,LEAL EL,A,'PK - 05,E
'108908110,MIMS EL,A,'PK - 05,E
'108908111,OLLIE O'GRADY EL,B,'EE - 05,E
'108908112,CARL C WAITZ EL,B,'EE - 05,E
'108908113,SALINAS EL,A,'PK - 05,E
'108908114,RAQUEL CAVAZOS EL,B,'PK - 05,E
'108908115,HURLA M MIDKIFF EL,A,'EE - 05,E
'108908116,HILDA C ESCOBAR/ALICIA C RIOS EL,B,'PK - 05,E
'108908121,MISSION EARLY LEARNING,B,'PK - PK,E
'108909001,PSJA H S,B,'09 - 12,S
'108909002,PSJA MEMORIAL H S,B,'09 - 12,S
'108909003,PSJA NORTH H S,B,'09 - 12,S
'108909005,PSJA SONIA M SOTOMAYOR H S,B,'09 - 12,S
'108909006,ELVIS J BALLEW H S,C,'09 - 12,S
'108909007,PSJA SOUTHWEST H S,B,'09 - 12,S
'108909009,Psja Thomas Jefferson T-Stem Echs,A,'09 - 12,S
'108909011,BUELL CENTRAL DAEP,Not Rated,'06 - 12,B
'108909041,AUSTIN MIDDLE,B,'06 - 08,M
'108909042,ALAMO MIDDLE,B,'06 - 08,M
'108909043,LYNDON B JOHNSON MIDDLE,C,'06 - 08,M
'108909044,LIBERTY MIDDLE,C,'06 - 08,M
'108909045,R YZAGUIRRE MIDDLE,C,'06 - 08,M
'108909046,KENNEDY MIDDLE,B,'06 - 08,M
'108909047,JAIME ESCALANTE MIDDLE,C,'06 - 08,M
'108909048,AUDIE MURPHY MIDDLE,C,'06 - 08,M
'108909101,JOHN MCKEEVER EL,B,'EE - 05,E
'108909106,JOHN DOEDYNS EL,B,'EE - 05,E
'108909107,GERALDINE PALMER EL,A,'EE - 05,E
'108909108,HENRY FORD EL,B,'EE - 05,E
'108909110,ZEFERINO FARIAS EL,A,'PK - 05,E
'108909112,ALFRED SORENSEN EL,A,'PK - 05,E
'108909113,AIDA C ESCOBAR EL,B,'PK - 05,E
'108909115,RAUL LONGORIA EL,B,'PK - 05,E
'108909116,DANIEL RAMIREZ EL,B,'EE - 05,E
'108909117,KELLY-PHARR EL,A,'PK - 05,E
'108909118,AMANDA GARZA-PENA EL,A,'PK - 05,E
'108909119,EDITH & ETHEL CARMAN EL,A,'EE - 05,E
'108909120,ARNOLDO CANTU SR EL,B,'PK - 05,E
'108909121,SANTOS LIVAS EL,A,'PK - 05,E
'108909122,DRS REED - MOCK EL,B,'PK - 05,E
'108909123,CESAR CHAVEZ EL,A,'PK - 05,E
'108909124,DR WILLIAM LONG EL,B,'PK - 05,E
'108909125,VIDA N CLOVER EL,B,'PK - 05,E
'108909126,AUGUSTO GUERRA EL,B,'PK - 05,E
'108909127,GRACIELA GARCIA EL,A,'PK - 05,E
'108909128,CARMEN ANAYA EL,A,'PK - 05,E
'108909129,SGT LEONEL TREVINO EL,B,'PK - 05,E
'108909130,ALLEN & WILLIAM ARNOLD EL,B,'PK - 05,E
'108909131,PSJA EARLY START,B,'EE - PK,E
'108909134,MARCIA R GARZA,B,'PK - 05,E
'108909136,BERTA S PALACIOS EL,A,'EE - 05,E
'108910001,PROGRESO H S,B,'09 - 12,S
'108910004,DAEP,Not Rated,'07 - 10,S
'108910041,DOROTHY THOMPSON MIDDLE,C,'07 - 08,M
'108910102,PROGRESO EL WEST,C,'PK - 04,E
'108910104,NORTH EL,B,'PK - 04,E
'108910105,EAST EL,C,'05 - 06,M
'108911001,SHARYLAND H S,A,'09 - 12,S
'108911007,SHARYLAND PIONEER H S,A,'09 - 12,S
'108911008,SHARYLAND ADVANCED ACADEMIC ACADEM,A,'09 - 12,S
'108911041,B L GRAY J H,A,'07 - 08,M
'108911042,SHARYLAND NORTH J H,A,'07 - 08,M
'108911101,JOHN H SHARY EL,A,'PK - 06,E
'108911102,OLIVERO GARZA SR EL,B,'EE - 06,E
'108911103,JESSIE L JENSEN EL,C,'PK - 06,E
'108911104,ROMULO D MARTINEZ EL,B,'EE - 06,E
'108911105,RUBEN HINOJOSA EL,A,'PK - 06,E
'108911107,LLOYD & DOLLY BENTSEN EL,A,'PK - 06,E
'108911108,HARRY SHIMOTSU EL,A,'PK - 06,E
'108911109,DONNA WERNECKE EL,A,'PK - 06,E
'108912001,LA JOYA H S,B,'09 - 12,S
'108912004,JUAREZ-LINCOLN H S,B,'09 - 12,S
'108912005,HOPE ACADEMY,Not Rated,'07 - 12,S
'108912007,LA JOYA PALMVIEW H S,B,'09 - 12,S
'108912008,JIMMY CARTER H S,A,'09 - 12,S
'108912010,THELMA ROSA SALINAS STEM EARLY COL,A,'09 - 12,S
'108912041,LORENZO DE ZAVALA MIDDLE,B,'06 - 08,M
'108912042,CESAR CHAVEZ MIDDLE,B,'06 - 08,M
'108912043,DR JAVIER SAENZ MIDDLE,C,'06 - 08,M
'108912044,MEMORIAL MIDDLE,B,'06 - 08,M
'108912045,ANN RICHARDS MIDDLE,A,'06 - 08,M
'108912046,IRENE M GARCIA MIDDLE,B,'06 - 08,M
'108912048,JUAN DE DIOS SALINAS MIDDLE,B,'06 - 08,M
'108912049,DOMINGO TREVINO MIDDLE,B,'06 - 08,M
'108912101,LA JOYA ISD HEAD START PROGRAM,B,'EE - PK,E
'108912102,JOHN F KENNEDY EL,B,'EE - 05,E
'108912104,GUILLERMO FLORES EL,B,'PK - 05,E
'108912105,ROSENDO BENAVIDES EL,B,'PK - 05,E
'108912106,LEO J LEO EL,B,'EE - 05,E
'108912107,ELIGIO KIKA DE LA GARZA EL,B,'PK - 05,E
'108912108,E B REYNA EL,A,'EE - 05,E
'108912109,ELODIA R CHAPA EL,B,'EE - 05,E
'108912110,JOSE DE ESCANDON EL,B,'PK - 05,E
'108912111,DIAZ-VILLARREAL EL,B,'EE - 05,E
'108912112,NARCISO CAVAZOS,B,'PK - 05,E
'108912113,TABASCO EL,A,'PK - 05,E
'108912114,PATRICIO PEREZ EL,B,'PK - 05,E
'108912115,HENRY B GONZALEZ EL,C,'EE - 05,E
'108912116,LLOYD M BENTSEN EL,B,'EE - 05,E
'108912117,SAM FORDYCE EL,B,'EE - 05,E
'108912118,EMILIANO ZAPATA EL,B,'PK - 05,E
'108912120,JUAN SEGUIN EL,C,'EE - 05,E
'108912121,ENRIQUE KIKI CAMARENA EL,A,'PK - 05,E
'108912122,DR AMERICO PAREDES EL,B,'PK - 05,E
'108912123,WILLIAM J CLINTON EL,A,'PK - 05,E
'108912124,CORINA PENA EL,C,'PK - 05,E
'108912126,EVANGELINA GARZA EL,A,'PK - 05,E
'108912127,DR MARIA PALMIRA MENDIOLA EL,B,'EE - 05,E
'108913001,WESLACO H S,B,'09 - 12,S
'108913003,SOUTH PALM GARDENS H S,A,'09 - 12,S
'108913005,HIDALGO CO J J A E P,Not Rated,'07 - 11,S
'108913006,WESLACO EAST H S,B,'09 - 12,S
'108913007,HIDALGO COUNTY BOOT CAMP,Not Rated,'07 - 11,S
'108913008,HORTON DISCIPLINARY ALTERNATIVE ED,Not Rated,'06 - 12,B
'108913009,WESLACO 21ST CENTURY CTE EARLY COL,B,'09 - 12,S
'108913041,MARY HOGE MIDDLE,B,'06 - 08,M
'108913042,ARMANDO CUELLAR MIDDLE,B,'06 - 08,M
'108913043,CENTRAL MIDDLE,B,'06 - 08,M
'108913044,BEATRIZ G GARZA MIDDLE,B,'06 - 08,M
'108913103,SAM HOUSTON EL,A,'PK - 05,E
'108913104,RODOLFO RUDY SILVA JR EL,B,'PK - 05,E
'108913106,RAUL A GONZALEZ JR EL,B,'PK - 05,E
'108913109,DR R E MARGO EL,B,'PK - 05,E
'108913110,AIRPORT EL,B,'PK - 05,E
'108913111,MEMORIAL EL,A,'PK - 05,E
'108913112,NORTH BRIDGE EL,B,'PK - 05,E
'108913113,A N RICO EL,B,'PK - 05,E
'108913114,CLECKLER/HEALD EL,A,'PK - 05,E
'108913117,PFC MARIO YBARRA EL,B,'PK - 05,E
'108913118,21ST CENTURY EARLY LEARNING FOUNDA,B,'PK - PK,E
'108914001,LA VILLA H S,B,'09 - 12,S
'108914041,LA VILLA MIDDLE,C,'06 - 08,M
'108914101,JOSE BERNABE MUNOZ EL,C,'PK - 05,E
'108915001,MONTE ALTO H S,B,'09 - 12,S
'108915041,JOSE BORREGO MIDDLE,D,'06 - 08,M
'108915101,MONTE ALTO EL,B,'PK - 05,E
'108916001,VALLEY VIEW H S,B,'09 - 12,S
'108916041,VALLEY VIEW CAMPUS,A,'08 - 09,M
'108916042,VALLEY VIEW J H,B,'06 - 07,M
'108916102,VALLEY VIEW EL,A,'EE - 04,E
'108916103,VALLEY VIEW NORTH EL,A,'PK - 04,E
'108916104,WILBUR E LUCAS EL,B,'PK - 04,E
'108916105,VALLEY VIEW SOUTH EL,B,'PK - 04,E
'108916106,VALLEY VIEW 5TH GRADE CAMPUS,A,'05 - 05,E
'109901001,ABBOTT SCHOOL,A,'PK - 12,B
'109902001,BYNUM SCHOOL,B,'PK - 12,B
'109903001,COVINGTON SCHOOL,C,'PK - 12,B
'109904001,HILLSBORO H S,B,'09 - 12,S
'109904010,HILL CO J J A E P,Not Rated,'09 - 10,S
'109904041,HILLSBORO J H,C,'06 - 08,M
'109904101,FRANKLIN EL,C,'EE - PK,E
'109904104,HILLSBORO EL,C,'KG - 02,E
'109904109,HILLSBORO INT,C,'03 - 05,E
'109905001,HUBBARD H S,B,'06 - 12,B
'109905101,HUBBARD EL,D,'PK - 05,E
'109907001,ITASCA H S,C,'09 - 12,S
'109907010,HILL CO J J A E P,Not Rated,'08 - 08,M
'109907041,ITASCA MIDDLE,D,'06 - 08,M
'109907101,ITASCA EL,D,'EE - 05,E
'109908101,MALONE EL,B,'PK - 08,E
'109910101,MOUNT CALM ISD,C,'PK - 12,B
'109911001,WHITNEY H S,C,'09 - 12,S
'109911010,HILL CO J J A E P,Not Rated,'09 - 09,S
'109911041,WHITNEY MIDDLE,C,'06 - 08,M
'109911101,WHITNEY EL,D,'EE - 02,E
'109911102,WHITNEY INT,D,'03 - 05,E
'109912001,AQUILLA SCHOOL,A,'EE - 12,B
'109913001,BLUM ISD,B,'PK - 12,B
'109914001,PENELOPE SCHOOL,C,'PK - 12,B
'110901001,ANTON SCHOOL,B,'PK - 12,B
'110902001,LEVELLAND H S,A,'09 - 12,S
'110902041,LEVELLAND MIDDLE,C,'06 - 08,M
'110902042,LEVELLAND INT,C,'04 - 05,E
'110902104,CAPITOL EL,D,'01 - 03,E
'110902105,SOUTH EL,B,'01 - 04,E
'110902106,LEVELLAND ACADEMIC BEGINNINGS CENT,B,'EE - 01,E
'110905001,ROPES SCHOOL,B,'PK - 12,B
'110906001,SMYER H S,B,'07 - 12,S
'110906101,SMYER EL,D,'PK - 06,E
'110907001,SUNDOWN H S,A,'09 - 12,S
'110907002,PEP ALTER SCHOOL,Not Rated,'11 - 12,S
'110907041,SUNDOWN J H,B,'06 - 08,M
'110907101,SUNDOWN EL,A,'PK - 05,E
'110908001,WHITHARRAL SCHOOL,A,'KG - 12,B
'111801001,LAKE GRANBURY ACADEMY,Not Rated,'06 - 12,B
'111901001,GRANBURY H S,B,'09 - 12,S
'111901002,STARS ACCELERATED H S,B,'09 - 12,S
'111901041,GRANBURY MIDDLE,D,'06 - 08,M
'111901042,ACTON MIDDLE,C,'06 - 08,M
'111901102,ACTON EL,B,'PK - 05,E
'111901104,EMMA ROBERSON EL,C,'EE - 02,E
'111901105,NETTIE BACCUS EL,F,'PK - 05,E
'111901106,OAK WOODS SCHOOL,A,'EE - 05,E
'111901107,MAMBRINO SCHOOL,B,'EE - 08,E
'111901108,JOHN AND LYNN BRAWNER INT,C,'03 - 05,E
'111902003,LIPAN H S,B,'07 - 12,S
'111902102,LIPAN EL,C,'PK - 06,E
'111903001,TOLAR H S,A,'09 - 12,S
'111903041,TOLAR J H,B,'06 - 08,M
'111903101,TOLAR EL,A,'PK - 05,E
'112901002,SULPHUR SPRINGS H S,B,'09 - 12,S
'112901041,SULPHUR SPRINGS MIDDLE,B,'06 - 08,M
'112901102,BARBARA BUSH PRI,B,'KG - 01,E
'112901104,LAMAR PRI,F,'KG - 03,E
'112901105,TRAVIS PRI,D,'KG - 03,E
'112901106,BOWIE PRI,C,'KG - 03,E
'112901107,DOUGLASS ECLC,B,'EE - PK,E
'112901108,SULPHUR SPRINGS EL,B,'04 - 05,E
'112905001,CUMBY H S,B,'06 - 12,B
'112905101,CUMBY EL,D,'EE - 05,E
'112906001,NORTH HOPKINS H S,B,'07 - 12,S
'112906101,NORTH HOPKINS EL,D,'PK - 06,E
'112907001,MILLER GROVE SCHOOL,B,'PK - 12,B
'112908001,COMO-PICKTON SCHOOL,B,'PK - 12,B
'112909001,SALTILLO SCHOOL,Data Integrity Issues,'PK - 12,B
'112910001,SULPHUR BLUFF ISD,B,'PK - 12,B
'113901002,CROCKETT H S,B,'09 - 12,S
'113901041,CROCKETT J H,D,'06 - 08,M
'113901102,CROCKETT EL,F,'01 - 05,E
'113901105,EARLY CHILDHOOD CTR,F,'EE - KG,E
'113902002,GRAPELAND H S,B,'09 - 12,S
'113902041,GRAPELAND J H,C,'06 - 08,M
'113902102,GRAPELAND EL,F,'PK - 05,E
'113903002,LOVELADY J H H S,A,'07 - 12,S
'113903102,LOVELADY EL,C,'PK - 06,E
'113905001,LATEXO H S,B,'07 - 12,S
'113905101,LATEXO EL,C,'EE - 06,E
'113906001,KENNARD H S,B,'07 - 12,S
'113906101,KENNARD EL,C,'PK - 06,E
'114901001,BIG SPRING H S,D,'09 - 12,S
'114901003,ANDERSON ACCELERATED H S,F,'07 - 12,S
'114901043,BIG SPRING J H,C,'07 - 08,M
'114901044,BIG SPRING INT,D,'05 - 06,M
'114901102,GOLIAD EL,F,'04 - 04,E
'114901108,KENTWOOD EL,D,'EE - PK,E
'114901110,MARCY EL,D,'KG - 02,E
'114901111,MOSS EL,D,'KG - 02,E
'114901113,WASHINGTON EL,F,'03 - 03,E
'114902001,COAHOMA H S,B,'09 - 12,S
'114902041,COAHOMA J H,D,'06 - 08,M
'114902101,COAHOMA EL,C,'PK - 05,E
'114904001,FORSAN H S,B,'06 - 12,B
'114904101,FORSAN EL,C,'PK - 05,E
'115901004,FORT HANCOCK H S,B,'09 - 12,S
'115901041,FORT HANCOCK MIDDLE,A,'06 - 08,M
'115901101,BENITO MARTINEZ EL,D,'PK - 05,E
'115902001,SIERRA BLANCA SCHOOL,C,'PK - 12,B
'115903001,DELL CITY SCHOOL,D,'PK - 12,B
'116901001,CADDO MILLS H S,A,'09 - 12,S
'116901041,CADDO MILLS MIDDLE,B,'06 - 08,M
'116901101,FRANCES AND JEANNETTE LEE EL,B,'PK - 05,E
'116901102,KATHRYN GRIFFIS EL,A,'PK - 05,E
'116902001,CELESTE H S,B,'09 - 12,S
'116902041,CELESTE J H,C,'06 - 08,M
'116902101,CELESTE EL,C,'EE - 05,E
'116903001,COMMERCE H S,B,'09 - 12,S
'116903043,COMMERCE MIDDLE,F,'06 - 08,M
'116903101,COMMERCE EL,D,'EE - 02,E
'116903104,ALBERT C WILLIAMS EL,D,'03 - 05,E
'116905001,NEW HORIZONS LEARNING CENTER,A,'09 - 12,S
'116905002,GREENVILLE H S,B,'09 - 12,S
'116905004,GREENVILLE ALTERNATIVE EDUCATIONAL,Not Rated,'06 - 12,B
'116905041,GREENVILLE MIDDLE,C,'06 - 08,M
'116905102,BOWIE EL,C,'KG - 05,E
'116905103,CROCKETT EL,F,'KG - 05,E
'116905104,CARVER EL,C,'KG - 05,E
'116905106,LAMAR EL,C,'KG - 05,E
'116905107,TRAVIS EL,F,'KG - 06,E
'116905109,L P WATERS EARLY CHILDHOOD CENTER,C,'EE - PK,E
'116905114,KATHERINE G JOHNSON STEM ACADEMY,B,'KG - 05,E
'116906001,LONE OAK H S,B,'09 - 12,S
'116906041,LONE OAK MIDDLE,B,'06 - 08,M
'116906101,LONE OAK EL,B,'PK - 05,E
'116908001,WH FORD H S,C,'09 - 12,S
'116908041,C B THOMPSON MIDDLE,B,'06 - 08,M
'116908101,A E BUTLER INT,D,'03 - 05,E
'116908102,D C CANNON EL,D,'EE - 02,E
'116909001,WOLFE CITY H S,B,'09 - 12,S
'116909041,WOLFE CITY MIDDLE,C,'06 - 08,M
'116909101,WOLFE CITY EL,B,'EE - 05,E
'116910001,CAMPBELL H S,B,'06 - 12,B
'116910101,CAMPBELL EL,D,'PK - 05,E
'116915001,BLAND H S,A,'09 - 12,S
'116915041,BLAND MIDDLE,C,'06 - 08,M
'116915101,BLAND EL,B,'PK - 05,E
'116916001,BOLES H S,B,'09 - 12,S
'116916041,BOLES MIDDLE,C,'05 - 08,M
'116916101,BOLES EL,B,'PK - 04,E
'117901001,BORGER H S,B,'09 - 12,S
'117901041,BORGER MIDDLE,B,'07 - 08,M
'117901104,PAUL BELTON EL,D,'EE - KG,E
'117901105,CROCKETT EL,D,'03 - 04,E
'117901106,GATEWAY EL,D,'01 - 02,E
'117901107,BORGER INT,B,'05 - 06,M
'117903001,SANFORD-FRITCH H S,B,'09 - 12,S
'117903041,SANFORD-FRITCH J H,C,'06 - 08,M
'117903101,SANFORD-FRITCH EL,D,'EE - 05,E
'117904001,WEST TEXAS H S,B,'09 - 12,S
'117904041,WEST TEXAS MIDDLE,C,'06 - 08,M
'117904101,WEST TEXAS EL,C,'PK - 05,E
'117907101,SPRING CREEK SCHOOL,B,'KG - 08,E
'118902001,IRION H S,A,'07 - 12,S
'118902101,IRION EL,C,'KG - 06,E
'119901001,BRYSON SCHOOL,B,'PK - 12,B
'119902001,JACKSBORO H S,B,'09 - 12,S
'119902041,JACKSBORO MIDDLE,C,'06 - 08,M
'119902101,JACKSBORO EL,C,'EE - 05,E
'119903001,PERRIN H S,B,'07 - 12,S
'119903101,PERRIN EL,C,'PK - 06,E
'120901001,EDNA H S,B,'09 - 12,S
'120901004,EDNA ALTERNATIVE,B,'10 - 12,S
'120901042,EDNA J H,B,'06 - 08,M
'120901104,EDNA EL,C,'EE - 05,E
'120902001,GANADO H S,B,'09 - 12,S
'120902041,GANADO JH,C,'06 - 08,M
'120902101,GANADO EL,B,'EE - 05,E
'120905001,INDUSTRIAL H S,B,'09 - 12,S
'120905041,INDUSTRIAL J H,B,'06 - 08,M
'120905101,INDUSTRIAL EL WEST,A,'KG - 05,E
'120905102,INDUSTRIAL EL EAST,B,'PK - 05,E
'121902001,BROOKELAND H S,B,'06 - 12,B
'121902101,BROOKELAND EL,C,'PK - 05,E
'121903001,BUNA H S,B,'09 - 12,S
'121903041,BUNA J H,C,'06 - 08,M
'121903101,BUNA EL,B,'PK - 05,E
'121904001,JASPER H S,B,'09 - 12,S
'121904043,JASPER J H,C,'06 - 08,M
'121904103,PARNELL EL,F,'04 - 05,E
'121904105,JEAN C FEW PRI,D,'EE - 03,E
'121905001,KIRBYVILLE H S,B,'09 - 12,S
'121905041,KIRBYVILLE J H,B,'05 - 08,M
'121905103,KIRBYVILLE EL,B,'EE - 05,E
'121906001,EVADALE H S,B,'09 - 12,S
'121906003,EVADALE DAEP,Not Rated,'09 - 09,S
'121906041,EVADALE J H,C,'06 - 08,M
'121906101,EVADALE EL,D,'PK - 05,E
'122901001,FT DAVIS SCHOOL,C,'PK - 12,B
'122902001,VALENTINE SCHOOL,A,'PK - 12,B
'123803001,TEKOA ACADEMY OF ACCELERATED STUDI,C,'09 - 12,S
'123803041,TEKOA ACADEMY OF ACCELERATED STUDI,A,'06 - 08,M
'123803101,TEKOA ACADEMY OF ACCELERATED STUDI,B,'PK - 05,E
'123803103,TEKOA ACADEMY OF ACCELERATED STUDI,A,'PK - 08,E
'123805001,EHRHART SCHOOL,B,'PK - 08,E
'123807001,BOB HOPE SCHOOL,B,'06 - 12,B
'123807101,BOB HOPE SCHOOL - EL CAMPUS,A,'PK - 04,E
'123807102,BOB HOPE SCHOOL BEAUMONT,Not Rated,'PK - 02,E
'123905001,NEDERLAND H S,A,'09 - 12,S
'123905041,CENTRAL MIDDLE,C,'05 - 08,M
'123905042,WILSON MIDDLE,B,'05 - 08,M
'123905101,HELENA PARK EL,B,'EE - 04,E
'123905102,HIGHLAND PARK EL,B,'EE - 04,E
'123905103,HILLCREST EL,B,'EE - 04,E
'123905104,LANGHAM EL,A,'EE - 04,E
'123907007,JEFFERSON CO YOUTH ACAD,Not Rated,'08 - 11,S
'123907009,MEMORIAL H S,C,'09 - 12,S
'123907041,JEFFERSON MIDDLE,F,'06 - 08,M
'123907043,LINCOLN MIDDLE,C,'06 - 08,M
'123907102,DEQUEEN EL,C,'03 - 05,E
'123907103,HOUSTON EL,B,'PK - 05,E
'123907105,LAKEVIEW EL,C,'PK - 05,E
'123907108,TRAVIS EL,C,'PK - 05,E
'123907109,TYRRELL EL,C,'PK - 05,E
'123907111,WHEATLEY SCHOOL OF EARLY CHILDHOOD,C,'EE - PK,E
'123907113,PORT ACRES EL,C,'PK - 05,E
'123907116,STAFF SERGEANT LUCIAN ADAMS EL,B,'PK - 05,E
'123907117,WASHINGTON EL,C,'PK - 02,E
'123908001,PORT NECHES-GROVES H S,B,'09 - 12,S
'123908002,ALTER SCH,Not Rated,'07 - 11,S
'123908003,JEFFERSON CO J J A E P,Not Rated,'07 - 07,M
'123908041,GROVES MIDDLE,C,'06 - 08,M
'123908042,PORT NECHES MIDDLE,C,'06 - 08,M
'123908101,GROVES EL,B,'04 - 05,E
'123908102,PORT NECHES EL,B,'04 - 05,E
'123908103,RIDGEWOOD EL,B,'KG - 03,E
'123908104,TAFT EL,B,'KG - 03,E
'123908105,VAN BUREN EL,A,'KG - 03,E
'123908107,WOODCREST EL,B,'KG - 03,E
'123908111,WEST GROVES EARLY LEARNING CENTER,A,'EE - PK,E
'123910006,PATHWAYS LEARNING CTR,Not Rated,'06 - 12,B
'123910008,WEST BROOK SR H S,C,'09 - 12,S
'123910011,JEFFERSON CO YOUTH ACAD,Not Rated,'07 - 10,S
'123910012,PAUL A BROWN ALTERNATIVE CENTER,D,'09 - 12,S
'123910013,BEAUMONT ISD H S,A,'09 - 11,S
'123910014,BEAUMONT UNITED H S,F,'09 - 12,S
'123910042,SMITH MIDDLE,F,'06 - 08,M
'123910043,M L KING MIDDLE,F,'06 - 08,M
'123910045,SOUTH PARK MIDDLE,F,'06 - 08,M
'123910046,MARSHALL MIDDLE,C,'06 - 08,M
'123910047,ODOM MIDDLE,B,'06 - 08,M
'123910048,VINCENT MIDDLE,D,'06 - 08,M
'123910101,AMELIA EL,F,'EE - 05,E
'123910104,CALDWOOD EL,C,'KG - 05,E
'123910105,CURTIS EL,C,'EE - 05,E
'123910110,FLETCHER EL,C,'PK - 05,E
'123910112,GUESS EL,D,'KG - 05,E
'123910118,REGINA HOWELL EL,C,'KG - 05,E
'123910123,HOMER DR EL,F,'EE - 05,E
'123910125,PIETZSCH/MAC ARTHUR EL,D,'EE - 05,E
'123910126,DISHMAN EL,C,'EE - 05,E
'123910127,BLANCHETTE EL,C,'PK - 05,E
'123910128,MARTIN EL,F,'KG - 05,E
'123910129,DR MAE E JONES-CLARK EL,F,'KG - 05,E
'123910130,CHARLTON-POLLARD EL,C,'KG - 05,E
'123910131,FEHL-PRICE EL,D,'EE - 05,E
'123910132,BINGMAN PK,C,'EE - PK,E
'123910133,LUCAS PK,C,'EE - PK,E
'123910134,BEAUMONT NEW EL DAEP,Not Rated,'04 - 04,E
'123913001,SABINE PASS SCHOOL,A,'EE - 12,B
'123914001,HAMSHIRE-FANNETT H S,B,'09 - 12,S
'123914041,HAMSHIRE-FANNETT MIDDLE,B,'07 - 08,M
'123914101,HAMSHIRE-FANNETT EL,B,'EE - 03,E
'123914102,HAMSHIRE-FANNETT INT,C,'04 - 06,E
'124901001,HEBBRONVILLE H S,B,'09 - 12,S
'124901041,HEBBRONVILLE J H,C,'06 - 08,M
'124901101,HEBBRONVILLE EL,B,'PK - 05,E
'125901001,ALICE H S,C,'09 - 12,S
'125901041,DUBOSE INT,C,'05 - 06,M
'125901042,MEMORIAL INT,F,'05 - 06,M
'125901043,ADAMS MIDDLE,D,'07 - 08,M
'125901101,HILLCREST EL,D,'PK - 04,E
'125901104,NOONAN EL,C,'PK - 04,E
'125901105,SAENZ EL,C,'EE - 04,E
'125901106,SALAZAR EL,F,'PK - 04,E
'125901107,SCHALLERT EL,D,'PK - 04,E
'125902001,BEN BOLT-PALITO BLANCO H S,C,'07 - 12,S
'125902101,BEN BOLT-PALITO BLANCO EL,C,'PK - 06,E
'125903001,ORANGE GROVE H S,B,'09 - 12,S
'125903041,ORANGE GROVE J H,D,'06 - 08,M
'125903101,ORANGE GROVE PRI,B,'EE - 01,E
'125903102,ORANGE GROVE EL,B,'02 - 03,E
'125903103,ORANGE GROVE INT,B,'04 - 05,E
'125905001,PREMONT COLLEGIATE H S,B,'06 - 12,B
'125905101,PREMONT ACADEMY,D,'PK - 05,E
'125906101,LA GLORIA EL,B,'PK - 06,E
'126801001,KAUFFMAN LEADERSHIP ACADEMY,F,'05 - 12,B
'126901001,ALVARADO H S,B,'09 - 12,S
'126901041,ALVARADO J H,B,'07 - 08,M
'126901101,ALVARADO EL-SOUTH,A,'PK - 03,E
'126901102,ALVARADO EL-NORTH,B,'EE - 03,E
'126901103,LILLIAN EL,B,'EE - 03,E
